user_id	Ranking	Baseline Rate	CM Rate	Number of States	Cmu	hmu	Lopt
17945015	885	0.833	0.833	2.0	0.550108	0.534641	1.0
54877998	886	0.796	0.812	5.0	0.992585	0.448154	4.0
17396038	887	0.844	0.844	112.0	3.48551	0.568976	9.0
48142800	888	0.815	0.815	2.0	0.645772	0.628342	1.0
456	889	0.922	0.922	2.0	0.561566	0.47789	1.0
11058922	890	0.937	0.945	3.0	0.538851	0.384926	2.0
21817105	891	0.873	0.873	2.0	0.56369	0.496161	1.0
78789634	892	0.872	0.872	1.0	-0.0	0.580201	1.0
205346326	893	0.938	0.938	31.0	3.4533	0.681075	8.0
33080831	894	0.893	0.893	2.0	0.457331	0.403344	1.0
8769212	895	0.917	0.917	2.0	0.576964	0.520973	1.0
232603412	896	0.81	0.825	2.0	0.601964	0.504622	1.0
17202143	897	0.911	0.911	2.0	0.424536	0.400075	1.0
117943004	898	0.901	0.901	2.0	0.690671	0.667848	1.0
245314387	899	0.898	0.898	2.0	0.286397	0.242534	1.0
212449549	900	0.904	0.904	2.0	0.372882	0.33184	1.0
78906196	901	0.967	0.967	2.0	0.440283	0.360385	1.0
55933111	902	0.924	0.927	41.0	2.90132	0.531002	8.0
15479484	903	0.883	0.883	2.0	0.519703	0.488378	1.0
62850757	904	0.904	0.951	2.0	0.409296	0.186157	1.0
68552069	905	0.797	0.797	2.0	0.520463	0.465558	1.0
42793960	906	0.833	0.833	2.0	0.747708	0.730183	1.0
14270329	907	0.784	0.767	116.0	3.18844	0.585195	9.0
16027532	908	0.846	0.846	2.0	0.635927	0.625413	1.0
7155782	909	0.898	0.898	2.0	0.424536	0.368859	1.0
253888243	910	0.975	0.975	41.0	3.23076	0.625879	7.0
22589921	911	0.961	0.961	2.0	0.28418	0.230683	1.0
15445154	912	0.911	0.911	1.0	-0.0	0.591141	1.0
16540406	913	0.938	0.932	138.0	2.27585	0.349531	9.0
16641718	914	0.799	0.885	14.0	3.28473	0.562591	6.0
39591754	915	0.994	0.989	25.0	3.15381	0.540663	7.0
86080280	916	0.971	0.971	2.0	0.264995	0.245033	1.0
19675857	917	0.917	0.917	2.0	0.462357	0.423652	1.0
184517281	918	0.799	0.799	1.0	-0.0	0.715033	1.0
83220224	919	0.846	0.85	2.0	0.650627	0.541527	1.0
17212941	920	0.945	0.945	2.0	0.457331	0.394866	1.0
166393495	921	0.909	0.909	2.0	0.474748	0.421264	1.0
243660328	922	0.929	0.929	2.0	0.448864	0.398421	1.0
72627052	923	0.833	0.833	2.0	0.70332	0.663795	1.0
180770812	924	0.74	0.74	2.0	0.618889	0.530716	1.0
70706453	925	0.914	0.914	2.0	0.453958	0.372145	1.0
33617885	926	0.958	0.958	2.0	0.401077	0.371702	1.0
28674090	927	0.846	0.848	52.0	2.17046	0.532485	8.0
77577477	928	0.883	0.883	2.0	0.633437	0.565415	1.0
852861	929	0.865	0.865	1.0	-0.0	0.624655	1.0
38864480	930	0.904	0.917	2.0	0.52651	0.39005	1.0
77107611	931	0.946	0.933	2.0	0.439418	0.320666	1.0
15219854	932	0.898	0.898	2.0	0.658419	0.640706	1.0
208325536	933	0.852	0.893	2.0	0.412248	0.32861	6.0
16887348	934	0.974	0.974	3.0	0.321236	0.203235	2.0
16373550	935	0.817	0.82	9.0	2.51512	0.748927	4.0
19783137	936	0.892	0.892	2.0	0.631561	0.584427	1.0
30268257	937	0.862	0.862	1.0	-0.0	0.602538	1.0
10168082	938	0.878	0.878	1.0	-0.0	0.703441	1.0
34323672	939	0.958	0.958	3.0	0.460458	0.322598	2.0
18028249	940	0.836	0.836	2.0	0.572805	0.52732	1.0
12354252	941	0.948	0.948	2.0	0.500387	0.458819	1.0
25729276	942	0.932	0.914	107.0	2.61143	0.405078	9.0
129360573	943	0.826	0.826	2.0	0.544295	0.519453	1.0
215151662	944	0.865	0.865	1.0	-0.0	0.426036	1.0
179925427	945	0.914	0.914	2.0	0.485291	0.445617	1.0
18041438	946	0.88	0.88	1.0	-0.0	0.615331	1.0
138555043	947	0.826	0.837	46.0	3.76397	0.503957	8.0
52826354	948	0.783	0.764	10.0	2.97999	0.672086	6.0
34733255	949	0.836	0.836	2.0	0.593976	0.527142	1.0
10420662	950	0.802	0.81	175.0	4.5821	0.565209	10.0
19988765	951	0.787	0.793	86.0	4.74096	0.514332	10.0
58881671	952	0.938	0.938	2.0	0.568615	0.502984	1.0
147787042	953	0.9	0.932	3.0	0.609395	0.437755	2.0
236906258	954	0.837	0.832	192.0	3.37241	0.408316	10.0
166961004	955	0.818	0.818	2.0	0.528012	0.476947	1.0
19611658	956	0.822	0.83	71.0	4.74968	0.490701	10.0
37069994	957	0.919	0.911	2.0	0.576964	0.473117	1.0
33668466	958	0.916	0.953	4.0	1.19903	0.524775	2.0
145347010	959	0.981	0.981	2.0	0.37767	0.336094	1.0
89280747	960	0.849	0.849	1.0	-0.0	0.607494	1.0
23974021	961	0.953	0.938	2.0	0.664334	0.483094	1.0
139909424	962	0.887	0.887	3.0	0.764693	0.364532	4.0
72426413	963	0.922	0.922	2.0	0.523494	0.486885	1.0
212006174	964	1.0	1.0	2.0	0.526198	0.418556	1.0
233743392	965	0.917	0.917	2.0	0.452265	0.408377	1.0
236409451	966	0.88	0.891	2.0	0.420092	0.309457	1.0
139889120	967	0.951	0.951	2.0	0.529511	0.522078	1.0
15044502	968	0.896	0.896	2.0	0.435078	0.424204	1.0
9277002	969	0.805	0.805	2.0	0.60526	0.560021	1.0
25367291	970	0.808	0.906	13.0	2.19663	0.450295	7.0
33452988	971	0.83	0.94	44.0	3.50892	0.258834	9.0
6708952	972	0.888	0.888	2.0	0.591961	0.546606	1.0
66993	973	0.94	0.94	2.0	0.612441	0.535282	1.0
256730418	974	0.951	0.951	2.0	0.633437	0.589466	1.0
94965305	975	0.851	0.848	44.0	2.93118	0.516572	8.0
23246523	976	0.768	0.823	2.0	0.570015	0.427517	1.0
16827720	977	0.843	0.843	4.0	1.00555	0.574326	3.0
47742968	978	0.901	0.901	2.0	0.446302	0.366742	1.0
12597012	979	0.911	0.911	2.0	0.580407	0.537258	1.0
82296488	980	0.753	0.753	146.0	5.26862	0.693498	10.0
688273	981	0.912	0.912	2.0	0.591961	0.510029	1.0
33672294	982	0.862	0.862	1.0	-0.0	0.601542	1.0
49620984	983	0.809	0.92	159.0	3.88673	0.32067	10.0
261932674	984	0.871	0.863	2.0	0.307055	0.236237	1.0
96109157	985	1.0	1.0	2.0	0.435078	0.280836	1.0
16393123	986	0.935	0.938	93.0	1.40598	0.184283	9.0
55885084	987	0.987	0.987	1.0	-0.0	0.491499	2.0
243913373	988	0.948	0.948	2.0	0.33423	0.235098	1.0
17288031	989	0.995	0.995	2.0	0.176849	0.142634	1.0
228882103	990	0.905	0.905	3.0	0.953823	0.491674	5.0
115247248	991	0.943	0.934	133.0	2.8617	0.404724	10.0
157455254	992	0.747	0.747	1.0	-0.0	0.720827	1.0
213085196	993	0.89	0.89	2.0	0.430707	0.37759	1.0
34033504	994	0.953	0.953	2.0	0.432459	0.375037	1.0
18417216	995	0.949	0.949	109.0	3.47283	0.508826	9.0
17993006	996	0.773	0.773	2.0	0.605916	0.571459	1.0
236368003	997	1.0	1.0	2.0	0.412012	0.226842	1.0
18127893	998	0.88	0.88	2.0	0.412915	0.369247	1.0
16069024	999	0.831	0.831	2.0	0.567212	0.548367	1.0
14910806	1000	0.891	0.891	1.0	-0.0	0.559827	1.0
16703058	1001	0.891	0.875	2.0	0.399236	0.299479	1.0
21113258	1002	1.0	1.0	2.0	0.572108	0.511431	1.0
158827969	1003	0.911	0.911	2.0	0.441146	0.411504	1.0
19408219	1004	0.878	0.878	2.0	0.576273	0.533929	1.0
19624059	1005	0.852	0.852	2.0	0.436817	0.397183	1.0
6419872	1006	0.805	0.805	1.0	-0.0	0.583642	1.0
24551605	1007	0.848	0.836	202.0	4.67806	0.593003	10.0
21962567	1008	1.0	1.0	1.0	-0.0	0.00923181	1.0
23064510	1009	0.938	0.938	2.0	0.439418	0.368545	1.0
75719992	1010	0.927	0.927	2.0	0.684501	0.649472	1.0
20116255	1011	0.875	0.875	2.0	0.505079	0.487891	1.0
160249850	1012	0.805	0.805	1.0	-0.0	0.703169	1.0
55303089	1013	0.88	0.88	2.0	0.557295	0.521734	1.0
80481912	1014	0.961	0.961	2.0	0.405656	0.356593	1.0
238709006	1015	0.987	0.979	2.0	0.338307	0.256869	1.0
44672556	1016	0.859	0.859	2.0	0.649417	0.631554	1.0
8875462	1017	0.966	0.978	10.0	0.766104	0.145823	8.0
120696669	1018	0.956	0.956	2.0	0.318699	0.280078	1.0
86239624	1019	0.962	0.96	6.0	0.982687	0.450818	4.0
1253451	1020	0.867	0.867	2.0	0.581093	0.544707	1.0
57131205	1021	0.966	0.966	2.0	0.765458	0.70142	1.0
199654751	1022	0.939	0.931	22.0	1.34778	0.289883	7.0
14242280	1023	0.853	0.874	3.0	0.625018	0.294748	2.0
14605495	1024	0.924	0.924	2.0	0.398314	0.37539	1.0
84430599	1025	0.874	0.865	7.0	0.822175	0.597686	6.0
257564668	1026	0.827	0.827	17.0	3.48216	0.698129	6.0
63009240	1027	0.924	0.924	1.0	-0.0	0.692687	1.0
131267096	1028	0.927	0.927	2.0	0.532497	0.445035	1.0
30455734	1029	0.96	0.96	2.0	0.288605	0.221382	1.0
17848135	1030	0.799	0.794	8.0	2.76952	0.623082	6.0
26334426	1031	0.807	0.807	1.0	-0.0	0.620495	1.0
197216839	1032	0.836	0.773	2.0	0.592634	0.505144	1.0
22023311	1033	0.839	0.839	2.0	0.651833	0.613335	1.0
18576979	1034	0.921	0.927	2.0	0.395538	0.289675	1.0
144538924	1035	0.977	0.977	2.0	0.60984	0.552086	1.0
24794263	1036	0.854	0.854	2.0	0.572805	0.520678	1.0
132581307	1037	0.973	0.973	2.0	0.52198	0.43481	1.0
14641392	1038	0.865	0.865	2.0	0.510507	0.424165	1.0
100818788	1039	0.872	0.872	2.0	0.453112	0.427991	1.0
14625146	1040	0.891	0.891	2.0	0.651833	0.620256	1.0
14389132	1041	0.922	0.922	2.0	0.535468	0.482664	1.0
15826306	1042	0.919	0.919	2.0	0.514355	0.468748	1.0
1081	1043	0.859	0.859	2.0	0.498028	0.46115	1.0
147279456	1044	0.859	0.859	2.0	0.551553	0.537845	1.0
17385961	1045	0.869	0.956	19.0	2.71072	0.367948	7.0
21816096	1046	0.882	0.874	126.0	3.66584	0.494735	10.0
258483974	1047	0.909	0.909	2.0	0.470644	0.443458	1.0
101477465	1048	0.901	0.901	2.0	0.572805	0.556406	1.0
55145303	1049	0.954	0.95	2.0	0.401996	0.298212	1.0
14255263	1050	0.948	0.948	2.0	0.757878	0.716716	1.0
17371061	1051	0.922	0.922	2.0	0.361241	0.307953	1.0
112443324	1052	0.977	0.977	2.0	0.27748	0.254597	1.0
19841754	1053	0.942	0.931	27.0	2.43402	0.328154	7.0
197882703	1054	0.891	0.948	2.0	0.369026	0.253077	1.0
88829709	1055	0.94	0.94	2.0	0.299526	0.262824	1.0
38954124	1056	0.854	0.854	1.0	-0.0	0.743327	1.0
44601540	1057	0.917	0.917	3.0	0.722453	0.354107	4.0
83434276	1058	0.987	0.987	2.0	0.585873	0.524081	1.0
94216261	1059	0.975	0.975	2.0	0.562983	0.522549	1.0
47740393	1060	0.901	0.901	2.0	0.61953	0.59241	1.0
15529625	1061	0.901	0.901	1.0	-0.0	0.739072	1.0
161487173	1062	0.799	0.799	2.0	0.603944	0.518032	1.0
104292960	1063	0.776	0.776	2.0	0.494868	0.408482	1.0
10786382	1064	0.922	0.922	2.0	0.468996	0.460438	1.0
72218449	1065	0.901	0.901	2.0	0.558009	0.542169	1.0
82655261	1066	0.849	0.849	2.0	0.547209	0.507295	1.0
16153984	1067	0.918	0.918	3.0	0.42905	0.344292	2.0
12727902	1068	0.87	0.87	2.0	0.546482	0.518931	1.0
15120037	1069	0.911	0.911	2.0	0.5735	0.558346	1.0
14586849	1070	0.848	0.848	2.0	0.568615	0.558548	1.0
15628274	1071	0.853	0.892	8.0	2.92546	0.286948	7.0
67090241	1072	0.865	0.865	2.0	0.498028	0.438635	1.0
34075958	1073	1.0	1.0	2.0	0.579032	0.565082	1.0
260088800	1074	0.826	0.868	36.0	3.58795	0.506495	8.0
17939480	1075	0.937	0.937	2.0	0.601964	0.569658	1.0
18431771	1076	0.756	0.747	135.0	3.06312	0.488063	9.0
41291640	1077	0.911	0.911	2.0	0.328065	0.279105	1.0
23309869	1078	0.846	0.846	1.0	-0.0	0.625611	1.0
14125005	1079	0.883	0.883	2.0	0.577654	0.55111	1.0
251225221	1080	0.886	0.921	7.0	1.30114	0.114292	6.0
16381764	1081	0.875	0.875	1.0	-0.0	0.691849	1.0
14291015	1082	0.893	0.893	2.0	0.382421	0.347828	1.0
58277473	1083	0.826	0.826	2.0	0.560146	0.472721	1.0
256132522	1084	0.961	0.961	2.0	0.482874	0.421539	1.0
132250957	1085	0.938	0.938	2.0	0.481257	0.420134	1.0
49849110	1086	0.898	0.898	2.0	0.418305	0.38758	1.0
6092972	1087	0.849	0.847	5.0	1.14101	0.506153	4.0
155394436	1088	0.839	0.839	2.0	0.669016	0.655495	1.0
13884782	1089	0.995	0.995	2.0	0.267285	0.218766	1.0
84025309	1090	0.88	0.88	2.0	0.393681	0.388086	1.0
57643840	1091	0.875	0.88	102.0	2.25027	0.299029	9.0
17206658	1092	0.964	0.964	2.0	0.484487	0.472292	1.0
25290300	1093	0.958	0.958	2.0	0.695109	0.667478	1.0
15726358	1094	0.801	0.869	38.0	4.33229	0.604579	9.0
109000282	1095	0.897	0.901	30.0	1.96503	0.426618	8.0
142705588	1096	0.971	0.971	2.0	0.426305	0.385243	1.0
71847229	1097	0.971	0.992	2.0	0.199331	0.115294	1.0
33158772	1098	1.0	1.0	2.0	0.297358	0.210446	1.0
16533239	1099	0.885	0.885	2.0	0.567212	0.515622	1.0
169780995	1100	0.906	0.906	2.0	0.38995	0.323937	1.0
52575960	1101	0.854	0.854	2.0	0.579032	0.549017	1.0
93154796	1102	0.862	0.862	2.0	0.44287	0.390106	1.0
181516905	1103	0.888	0.888	2.0	0.430707	0.384406	1.0
120912662	1104	0.805	0.805	2.0	0.585873	0.534865	1.0
62515092	1105	0.955	0.961	4.0	0.899734	0.374442	2.0
135102077	1106	1.0	1.0	2.0	0.358297	0.172817	1.0
6297382	1107	0.857	0.857	2.0	0.44287	0.398402	1.0
230253710	1108	0.831	0.831	2.0	0.42365	0.337224	1.0
54252070	1109	0.846	0.846	29.0	1.73003	0.495358	8.0
90469674	1110	0.831	0.831	2.0	0.485291	0.425218	1.0
184544253	1111	0.896	0.896	2.0	0.433333	0.379929	1.0
15831401	1112	0.709	0.764	15.0	3.62085	0.627131	6.0
162052960	1113	0.742	0.742	2.0	0.49645	0.488483	1.0
105305259	1114	0.788	0.819	11.0	3.17091	0.693965	6.0
38729990	1115	0.841	0.841	2.0	0.461522	0.37871	1.0
229517477	1116	0.94	0.94	2.0	0.625896	0.58868	1.0
81505840	1117	0.922	0.922	2.0	0.56651	0.554765	1.0
28377973	1118	0.93	0.93	2.0	0.480447	0.438039	1.0
147977705	1119	0.961	0.961	2.0	0.363197	0.303371	1.0
125218969	1120	0.872	0.872	2.0	0.369992	0.301564	1.0
231535622	1121	0.951	0.951	2.0	0.60984	0.580181	1.0
46205067	1122	0.87	0.87	2.0	0.436817	0.384354	1.0
149075605	1123	0.932	0.932	2.0	0.47311	0.452622	1.0
232420456	1124	0.901	0.901	2.0	0.452265	0.396301	1.0
89552709	1125	0.878	0.864	116.0	1.92002	0.274388	9.0
5693062	1126	0.861	0.861	21.0	3.11131	0.510555	7.0
16181186	1127	0.967	0.969	2.0	0.236773	0.168432	1.0
227818834	1128	0.82	0.82	2.0	0.471467	0.398007	1.0
114685387	1129	0.867	0.867	1.0	-0.0	0.651085	1.0
15113529	1130	0.885	0.885	2.0	0.315546	0.304303	1.0
651543	1131	0.956	0.956	2.0	0.464023	0.416309	1.0
18183164	1132	0.896	0.932	2.0	0.445446	0.285112	1.0
104346439	1133	0.94	0.942	2.0	0.32392	0.222649	1.0
29708582	1134	0.922	0.922	2.0	0.39739	0.360911	1.0
16278276	1135	0.956	0.956	7.0	0.675126	0.290687	6.0
18327007	1136	0.909	0.909	2.0	0.467342	0.451205	1.0
18629665	1137	0.841	0.901	10.0	2.90536	0.528084	6.0
7018942	1138	0.826	0.829	22.0	1.34726	0.491127	8.0
28564127	1139	0.958	0.958	2.0	0.435078	0.396528	1.0
59355478	1140	0.953	0.953	2.0	0.426305	0.397276	1.0
24483516	1141	0.767	0.789	26.0	3.67595	0.748141	8.0
102627173	1142	0.826	0.867	2.0	0.411108	0.321003	1.0
48726854	1143	0.924	0.924	2.0	0.410203	0.381221	1.0
18873213	1144	0.896	0.896	2.0	0.473929	0.46441	1.0
55391997	1145	0.961	0.961	2.0	0.351373	0.317045	1.0
19404944	1146	0.94	0.94	2.0	0.470644	0.435517	1.0
37222477	1147	0.883	0.883	2.0	0.467342	0.422162	1.0
226207535	1148	0.945	0.945	2.0	0.615029	0.585004	1.0
237197733	1149	0.874	0.892	4.0	0.923993	0.437499	2.0
118910013	1150	0.958	0.958	2.0	0.472289	0.400291	1.0
211185030	1151	0.882	0.879	179.0	4.40581	0.545615	10.0
91488968	1152	0.8	0.825	11.0	0.937617	0.275198	7.0
15043499	1153	0.93	0.93	2.0	0.335252	0.287042	1.0
22878414	1154	0.938	0.938	2.0	0.391818	0.36065	1.0
12536272	1155	0.842	0.83	225.0	4.03873	0.499393	10.0
14366637	1156	0.83	0.824	10.0	1.5538	0.511357	6.0
23757784	1157	0.888	0.888	2.0	0.553713	0.499944	1.0
62584936	1158	0.979	0.987	2.0	0.347138	0.213227	1.0
165814490	1159	0.885	0.885	2.0	0.414717	0.372322	1.0
118154517	1160	0.844	0.956	12.0	2.79375	0.174877	7.0
53288855	1161	0.81	0.807	73.0	3.55534	0.594615	9.0
137795640	1162	0.922	0.943	2.0	0.405656	0.28213	1.0
133429465	1163	0.914	0.914	2.0	0.402913	0.361069	1.0
113831847	1164	0.871	0.871	1.0	-0.0	0.137142	1.0
68601138	1165	0.954	0.954	2.0	0.36222	0.297008	1.0
84988534	1166	0.953	0.953	2.0	0.366118	0.307832	1.0
13451802	1167	0.87	0.87	6.0	1.58666	0.585692	3.0
17579692	1168	0.932	0.932	2.0	0.28418	0.231964	1.0
42468157	1169	1.0	1.0	2.0	0.264995	0.140346	1.0
18356346	1170	0.867	0.867	2.0	0.591961	0.586854	1.0
17522884	1171	0.776	0.778	74.0	3.95034	0.572128	9.0
237729743	1172	0.694	0.756	24.0	1.61352	0.391259	7.0
13785352	1173	0.927	0.927	2.0	0.381474	0.361073	1.0
19023804	1174	0.747	0.747	97.0	4.52074	0.688586	9.0
15299357	1175	0.935	0.935	2.0	0.564396	0.514145	1.0
221070728	1176	0.992	0.992	2.0	0.219625	0.180563	1.0
14053295	1177	0.917	0.917	2.0	0.269566	0.245508	1.0
33778988	1178	0.807	0.807	1.0	-0.0	0.543151	1.0
11580962	1179	0.846	0.888	37.0	2.18955	0.465313	8.0
165826885	1180	0.909	0.909	2.0	0.365146	0.318416	1.0
78792100	1181	0.901	0.901	2.0	0.498815	0.469871	1.0
6219652	1182	0.836	0.836	2.0	0.460686	0.431007	1.0
37341338	1183	0.862	0.862	2.0	0.558009	0.520304	1.0
143882311	1184	0.862	0.862	2.0	0.465685	0.457905	1.0
16163790	1185	0.898	0.898	2.0	0.521222	0.503129	1.0
152479960	1186	0.963	0.963	2.0	0.183567	0.13159	1.0
17357018	1187	0.938	0.938	2.0	0.363197	0.298607	1.0
18421171	1188	0.909	0.909	1.0	-0.0	0.443123	1.0
40340319	1189	0.963	0.963	2.0	0.214624	0.194443	1.0
34700428	1190	0.982	0.982	3.0	0.360239	0.214151	2.0
25478329	1191	0.929	0.929	2.0	0.39275	0.32571	1.0
245188974	1192	0.88	0.88	1.0	-0.0	0.649262	1.0
221452291	1193	0.896	0.896	1.0	-0.0	0.753383	1.0
41123794	1194	0.867	0.867	2.0	0.508961	0.452728	1.0
69648081	1195	0.722	0.787	59.0	1.88914	0.340669	8.0
27366229	1196	0.948	0.948	2.0	0.447157	0.413303	1.0
24703871	1197	0.951	0.951	1.0	-0.0	0.404031	1.0
238948489	1198	0.857	0.857	2.0	0.62017	0.580104	1.0
19179815	1199	0.948	0.948	2.0	0.315546	0.277422	1.0
107852752	1200	0.93	0.93	2.0	0.387137	0.31087	1.0
32435460	1201	0.872	0.872	2.0	0.613089	0.608405	1.0
683523	1202	0.924	0.924	2.0	0.415616	0.383566	1.0
49004946	1203	0.904	0.904	2.0	0.479636	0.42435	1.0
14738804	1204	0.896	0.896	2.0	0.616319	0.607313	1.0
26486510	1205	0.94	0.94	2.0	0.431583	0.361981	1.0
52553796	1206	0.939	0.952	4.0	0.939358	0.356204	3.0
16506571	1207	0.858	0.878	94.0	2.70039	0.423578	9.0
9355162	1208	0.895	0.901	4.0	0.801653	0.559706	4.0
225298709	1209	0.843	0.912	11.0	2.91992	0.288585	6.0
14061771	1210	0.773	0.805	135.0	3.99335	0.551189	10.0
76488224	1211	0.826	0.826	1.0	-0.0	0.559827	1.0
14331959	1212	0.846	0.846	2.0	0.574194	0.558196	1.0
102186571	1213	0.888	0.888	2.0	0.405656	0.365574	1.0
27512005	1214	0.94	0.94	2.0	0.388076	0.369529	1.0
1428831	1215	0.964	0.964	2.0	0.386196	0.302518	1.0
25276905	1216	0.883	0.883	2.0	0.638406	0.620305	1.0
144712717	1217	0.922	0.922	2.0	0.35435	0.32542	1.0
5874452	1218	0.922	0.922	2.0	0.607882	0.538255	1.0
21129459	1219	0.779	0.818	2.0	0.369992	0.287539	1.0
118791169	1220	0.846	0.846	1.0	-0.0	0.699059	1.0
12834972	1221	0.859	0.859	2.0	0.531752	0.51901	1.0
15302120	1222	0.96	0.962	3.0	0.563505	0.4668	3.0
20352504	1223	0.935	0.935	2.0	0.243961	0.220286	1.0
9074582	1224	0.948	0.948	2.0	0.445446	0.405444	1.0
21486753	1225	0.93	0.93	2.0	0.520463	0.491903	1.0
48394755	1226	0.992	0.992	2.0	0.172772	0.146871	1.0
16492009	1227	0.83	0.821	46.0	4.09142	0.583279	9.0
154708805	1228	0.915	0.904	7.0	2.62049	0.512938	6.0
185638007	1229	0.967	0.975	2.0	0.210842	0.149647	1.0
252429974	1230	0.99	0.99	2.0	0.04099	0.0284717	1.0
101171750	1231	0.826	0.826	2.0	0.711388	0.701319	1.0
30780296	1232	0.917	0.917	2.0	0.243961	0.202452	1.0
56805668	1233	0.902	0.902	2.0	0.513588	0.474758	1.0
163250088	1234	0.742	0.742	2.0	0.461522	0.447602	1.0
31620237	1235	0.887	0.893	12.0	2.71971	0.423002	6.0
14098332	1236	0.914	0.914	2.0	0.4885	0.465429	1.0
52405458	1237	0.935	0.935	2.0	0.309189	0.258039	1.0
14382508	1238	0.841	0.841	2.0	0.635927	0.633285	1.0
126912691	1239	0.823	0.823	2.0	0.571412	0.558417	1.0
782010	1240	0.867	0.867	2.0	0.565101	0.544415	1.0
81192788	1241	0.909	0.909	2.0	0.47311	0.441549	1.0
18540889	1242	0.909	0.909	2.0	0.429829	0.41231	1.0
15199325	1243	0.878	0.935	90.0	3.40855	0.418588	9.0
26734588	1244	0.948	0.948	2.0	0.455647	0.413568	1.0
163466354	1245	0.773	0.926	27.0	3.18965	0.163567	9.0
172771660	1246	0.952	0.952	2.0	0.321837	0.251465	1.0
41549425	1247	0.924	0.924	2.0	0.37192	0.340272	1.0
17898705	1248	0.935	0.941	49.0	1.69807	0.287985	8.0
36279515	1249	0.911	0.911	2.0	0.403829	0.361366	1.0
8299792	1250	0.921	0.948	11.0	1.72946	0.443348	5.0
245701255	1251	0.906	0.917	2.0	0.375759	0.275466	1.0
5126871	1252	0.958	0.958	2.0	0.253405	0.225913	1.0
749333	1253	0.931	0.94	120.0	1.81768	0.249229	10.0
56653	1254	0.964	0.964	2.0	0.378623	0.345505	1.0
18414159	1255	0.964	0.945	2.0	0.434206	0.315936	1.0
25762392	1256	0.853	0.869	17.0	0.987632	0.277356	7.0
236242567	1257	0.917	0.917	1.0	-0.0	0.425591	1.0
15555038	1258	0.969	0.969	2.0	0.350378	0.294749	1.0
42670114	1259	0.932	0.932	2.0	0.412915	0.406354	1.0
48181005	1260	0.88	0.88	1.0	-0.0	0.590124	1.0
18478410	1261	0.878	0.878	2.0	0.590614	0.54995	1.0
16087477	1262	0.945	0.945	2.0	0.466514	0.430741	1.0
56458700	1263	0.846	0.846	1.0	-0.0	0.54131	1.0
137786520	1264	0.888	0.888	1.0	-0.0	0.396025	1.0
96387764	1265	0.904	0.904	1.0	-0.0	0.551185	1.0
7929742	1266	0.969	0.969	2.0	0.550108	0.472866	1.0
16201819	1267	0.78	0.812	6.0	2.3933	0.594066	5.0
152887479	1268	0.899	0.871	179.0	2.80622	0.357359	10.0
18152057	1269	0.856	0.856	2.0	0.305985	0.24756	1.0
10334122	1270	0.893	0.893	2.0	0.405656	0.380094	1.0
99740489	1271	0.906	0.906	2.0	0.395538	0.333325	1.0
14326003	1272	0.934	0.939	3.0	0.462917	0.301519	2.0
161700842	1273	0.818	0.818	2.0	0.252233	0.235624	1.0
17542395	1274	0.852	0.849	6.0	1.22548	0.51462	6.0
142977623	1275	0.869	0.866	12.0	2.98921	0.577863	9.0
26747105	1276	0.813	0.838	92.0	4.53143	0.570582	9.0
19153333	1277	0.909	0.93	2.0	0.381474	0.300994	1.0
9131582	1278	0.753	0.806	46.0	1.81234	0.437043	8.0
182899207	1279	0.924	0.924	2.0	0.491692	0.406543	1.0
271083347	1280	0.94	0.938	2.0	0.393681	0.287222	1.0
39825031	1281	0.921	0.921	28.0	2.22854	0.550986	8.0
27095215	1282	0.977	0.977	2.0	0.254575	0.213992	1.0
213310819	1283	1.0	1.0	2.0	0.336272	0.239829	1.0
28873178	1284	0.888	0.888	2.0	0.574888	0.553773	1.0
5798602	1285	0.862	0.862	36.0	1.83645	0.466148	8.0
69605342	1286	0.911	0.911	2.0	0.452265	0.435563	1.0
167613805	1287	0.836	0.836	1.0	-0.0	0.642832	1.0
198728250	1288	0.839	0.839	1.0	-0.0	0.642215	1.0
28018672	1289	0.862	0.862	2.0	0.432459	0.426229	1.0
22736954	1290	0.798	0.798	2.0	0.307055	0.258545	1.0
59857359	1291	0.871	0.865	5.0	0.79681	0.421614	4.0
45190383	1292	0.885	0.912	7.0	2.70317	0.509776	6.0
41883924	1293	0.836	0.879	40.0	2.83471	0.292911	10.0
16010789	1294	0.907	0.893	39.0	2.34601	0.485451	8.0
76373	1295	0.836	0.836	2.0	0.547209	0.523766	1.0
19831538	1296	0.836	0.836	2.0	0.708178	0.702619	1.0
142169165	1297	0.976	0.976	3.0	0.39642	0.270947	2.0
16050292	1298	0.911	0.911	2.0	0.44373	0.384738	1.0
17415305	1299	0.867	0.867	2.0	0.225811	0.210283	1.0
157645081	1300	0.833	0.833	2.0	0.419199	0.374919	1.0
35656602	1301	0.901	0.901	2.0	0.513588	0.499674	1.0
25197341	1302	0.898	0.898	2.0	0.536948	0.524324	1.0
93657366	1303	0.965	0.965	2.0	0.490896	0.455972	1.0
197178807	1304	0.862	0.876	17.0	3.27945	0.449403	8.0
9015512	1305	0.935	0.935	2.0	0.493282	0.458542	1.0
5051171	1306	0.883	0.883	2.0	0.577654	0.545557	1.0
98580028	1307	0.943	0.943	2.0	0.391818	0.334826	1.0
15066876	1308	0.921	0.913	3.0	0.558708	0.449241	2.0
17610796	1309	0.94	0.94	2.0	0.541367	0.499839	1.0
29862576	1310	0.924	0.924	1.0	-0.0	0.489362	1.0
