uid	C	h	|S|
18231339	0.308384	0.296572	2
923541	0.398935	0.370326	2
123411667	0.222285	0.205939	2
124279842	0.396672	0.34855	2
143414740	-0.0	0.348982	1
16297675	-0.0	0.382761	1
21622756	0.236256	0.215593	2
16341217	-0.0	0.324213	1
141524887	0.293399	0.267063	2
19719380	0.33729	0.317603	2
259653783	0.167986	0.139801	2
9491292	0.266935	0.219166	2
251749269	0.25276	0.191751	2
15483517	0.27803	0.236925	2
7263402	0.295182	0.279205	2
177330882	0.368078	0.3558	2
44458662	-0.0	0.358625	1
5727392	0.24892	0.231723	2
173022209	0.240183	0.225227	2
112749574	0.272509	0.259641	2
106413293	0.233292	0.205602	2
26174646	-0.0	0.405633	1
22414207	-0.0	0.348459	1
28599031	0.260968	0.191093	3
450953	-0.0	0.437752	1
203061249	2.44527	0.34769	18
6567132	0.297845	0.257642	2
143505598	0.34881	0.321132	2
22540789	0.270657	0.243993	2
36696790	0.240183	0.17445	2
262770233	-0.0	0.270761	1
14125002	1.46093	0.179274	21
222376705	0.203772	0.169354	2
54642207	-0.0	0.428431	1
47050697	0.372018	0.361332	2
151136998	0.365701	0.328914	2
17579321	0.217207	0.183506	2
19935490	0.24116	0.229042	2
73774260	0.178007	0.146784	2
81422427	0.372018	0.356773	2
18686463	3.40354	0.421916	40
171908911	0.93955	0.236232	31
14676022	2.73929	0.383936	43
115575220	-0.0	0.363847	1
186024338	-0.0	0.269361	1
38527309	1.62011	0.281636	7
17850637	0.303138	0.293774	2
48880548	0.372804	0.33741	2
16356947	0.410868	0.395582	2
36920017	0.293399	0.273563	2
82109274	0.385235	0.376641	2
201147730	3.4093	0.327127	11
19654406	-0.0	0.419703	1
110320464	0.293399	0.271876	2
47577195	0.37905	0.371638	2
75816353	0.114204	0.0758465	2
16828143	0.365701	0.350484	2
11235032	0.267867	0.250342	2
1528701	0.328928	0.29907	2
85008170	-0.0	0.149051	1
34278049	0.379827	0.367262	2
14270791	-0.0	0.300746	1
253835890	-0.0	0.372586	1
14090906	0.322156	0.304436	2
34826262	0.239204	0.20037	2
62985966	0.261307	0.237342	2
15269609	0.297845	0.279157	2
32422915	-0.0	0.418237	1
15662467	0.350439	0.338466	2
18143526	-0.0	0.391244	1
14285902	1.11337	0.337486	21
121558178	1.04126	0.170507	57
238567786	0.290074	0.210041	4
18485558	0.33729	0.32814	2
68982398	0.304891	0.289008	2
87615535	-0.0	0.48107	1
18766019	0.434702	0.19754	3
30175166	0.301379	0.284267	2
76624275	0.356911	0.330022	2
38124429	0.33729	0.321416	2
231546333	0.196392	0.168648	2
23530440	0.0958708	0.068348	2
755019	0.412344	0.396401	2
48397093	0.368078	0.340994	2
143879476	0.360122	0.354768	2
88388566	0.261307	0.2488	2
23876372	0.373588	0.367155	2
17003118	0.333123	0.31851	2
49992096	1.59928	0.328913	51
2507851	0.441868	0.434683	2
20758436	0.364112	0.347074	2
39817723	-0.0	0.296299	1
6144162	0.311856	0.294631	2
99198384	0.170231	0.124229	2
17796440	0.381377	0.370562	2
16471088	0.307513	0.272663	2
70872642	0.277113	0.237356	2
165418860	0.317886	0.288519	2
227462101	0.488631	0.435374	2
84097256	0.317028	0.302456	2
229671941	0.33729	0.329442	2
91148885	0.291612	0.281841	2
91525907	-0.0	0.429874	1
1639601	0.25467	0.241768	2
242385467	0.301379	0.2425	2
89036498	0.255623	0.135875	2
22986347	0.464668	0.455212	2
17070787	0.268799	0.21893	2
133893663	0.319598	0.282265	2
14363211	0.352874	0.340597	2
14320024	0.347178	0.333464	2
14679080	0.290716	0.279564	2
32998543	0.228316	0.146352	2
85993972	0.383695	0.372968	2
20332142	0.336459	0.32947	2
22047622	0.308384	0.284397	2
115585592	0.231307	0.19499	2
5149	0.372018	0.356573	2
15445270	0.353683	0.339071	2
217527334	0.233292	0.216229	2
67381805	0.266001	0.25184	2
34486207	0.253716	0.183611	2
15110531	0.312721	0.301743	2
125090924	-0.0	0.372981	1
176388123	0.176904	0.163605	2
257010215	0.260363	0.212303	2
15410368	0.379827	0.36992	2
17722477	0.323007	0.303653	2
23499008	0.899487	0.155005	37
39944598	0.32977	0.318247	2
26761733	0.321305	0.308356	2
166757786	0.162326	0.140316	2
92102625	-0.0	0.205102	1
15281078	0.250843	0.240008	2
68093615	0.230312	0.187603	2
125382460	-0.0	0.324213	1
18911295	0.238223	0.226067	2
810573	0.37905	0.368173	2
22790425	0.315309	0.279582	2
26730532	0.410868	0.377365	2
25054164	-0.0	0.252294	1
16513752	-0.0	0.329308	1
6695732	0.334793	0.313959	2
216172901	0.398182	0.374786	2
15947897	-0.0	0.249882	1
22301442	0.301379	0.271546	2
15505550	0.332287	0.317891	2
15946540	-0.0	0.39086	1
85346124	0.249882	0.201181	2
48829726	0.242136	0.22435	2
192171500	0.298731	0.286102	2
9739592	0.314448	0.291619	2
43364907	-0.0	0.416767	1
5720382	0.375935	0.368454	2
25160944	0.377494	0.350165	2
14811744	-0.0	0.379648	1
101631951	0.25276	0.241263	2
250841587	0.432655	0.39183	2
33098821	0.366495	0.348767	2
17079099	0.817163	0.295349	4
42394030	-0.0	0.165261	1
16720708	0.278945	0.267328	2
4554681	0.327242	0.320913	2
15073882	0.883183	0.231869	26
1363481	0.350439	0.335508	2
268578441	0.291612	0.261637	2
226628778	-0.0	0.371797	1
51734182	-0.0	0.374556	1
106491960	-0.0	0.327615	1
141571223	0.281682	0.233944	2
21152997	0.258472	0.233786	2
47224252	0.24892	0.234434	2
1585	0.352063	0.306883	2
22841103	0.305766	0.286807	2
10819662	0.434793	0.425468	2
20329248	-0.0	0.366243	1
215660476	0.299803	0.257334	2
19673977	3.48192	0.357079	59
16291379	0.273433	0.257723	2
119396029	0.260363	0.224591	2
14100617	0.272509	0.251835	2
200936459	0.260363	0.251543	2
111047202	0.309703	0.294096	2
14154581	0.352874	0.343975	2
18787972	0.282592	0.258926	2
45484909	0.24311	0.218745	2
69139769	0.33812	0.315553	2
255509379	0.256574	0.242215	2
15010721	0.291612	0.269199	2
814293	0.304015	0.274545	2
11137092	0.890904	0.178545	38
14235323	0.32977	0.30356	2
8823362	0.347994	0.327547	2
95590378	0.175798	0.14735	2
18355228	-0.0	0.317785	1
20592179	0.352874	0.339115	2
124473570	-0.0	0.30998	1
215370565	0.311856	0.300612	2
52090770	0.30664	0.287871	2
39616153	-0.0	0.380817	1
20380789	-0.0	0.26749	1
25100373	0.274355	0.262656	2
16703742	0.979382	0.250662	8
52017610	0.326398	0.317645	2
13348	0.286216	0.267835	2
10284472	-0.0	0.453915	1
117218161	-0.0	0.397721	1
229587355	0.34636	0.32334	2
16878100	-0.0	0.38971	1
43131591	0.434793	0.427043	2
45334322	0.388306	0.346233	2
20661527	-0.0	0.261365	1
15677451	0.376715	0.366399	2
30204846	0.410868	0.388275	2
137622383	0.284407	0.273049	2
23714675	-0.0	0.330153	1
203082717	0.25684	0.112649	5
208920761	0.396672	0.391677	2
146917975	0.14845	0.109232	2
250215521	0.150792	0.127338	2
12916	0.2835	0.259792	2
46858911	0.310122	0.293693	2
57949239	0.371232	0.36281	2
90961345	3.0995	0.249884	39
73037662	-0.0	0.427708	1
7159752	-0.0	0.273551	1
240551046	0.227315	0.1733	2
64544676	-0.0	0.398858	1
13286912	0.194264	0.174142	2
14186024	0.247956	0.220679	2
21101803	-0.0	0.369422	1
6988672	-0.0	0.223155	1
23188316	-0.0	0.361844	1
61481916	0.275276	0.235135	2
23556388	0.224303	0.206301	2
5513352	0.340603	0.333648	2
16608508	0.273433	0.265078	2
14404516	-0.0	0.403383	1
8481222	0.333123	0.311114	2
16822795	-0.0	0.316922	1
19411110	0.343077	0.334718	2
26908609	-0.0	0.30604	1
164036980	0.173579	0.164512	2
12300692	-0.0	0.321222	1
22295736	0.258472	0.246061	2
78606921	-0.0	0.393537	1
1120601	0.386004	0.372771	2
234225759	-0.0	0.341865	1
68113369	0.40799	0.18291	3
113052026	-0.0	0.369422	1
25216751	-0.0	0.367039	1
14935192	0.264128	0.235957	2
17971299	-0.0	0.401124	1
38151395	0.347178	0.329063	2
191964962	0.32977	0.316296	2
265205346	-0.0	0.254215	1
13410	-0.0	0.324639	1
15888070	-0.0	0.275576	1
139063272	0.233292	0.184466	2
14925585	-0.0	0.363847	1
148425035	-0.0	0.334361	1
69342256	-0.0	0.338124	1
15033971	0.32858	0.309655	2
142415173	-0.0	0.27725	1
17760136	1.10391	0.254357	25
191108687	0.272509	0.252569	2
58929534	-0.0	0.286397	1
15768216	-0.0	0.395062	1
57113993	-0.0	0.341865	1
36986564	0.213109	0.161954	2
20382652	-0.0	0.320364	1
219785653	-0.0	0.319506	1
73332460	0.262248	0.244677	2
38093881	0.323856	0.297436	2
18731529	0.309254	0.301771	2
14421572	0.31099	0.287132	2
62337297	0.144912	0.115262	2
17812000	0.328928	0.318627	2
45756215	-0.0	0.270295	1
18313617	0.319598	0.312777	2
12874852	-0.0	0.366641	1
85402667	0.24892	0.241992	2
12049792	0.289819	0.274881	2
197075594	0.672935	0.33462	5
19572909	0.293399	0.270404	2
266646078	-0.0	0.440593	1
10736862	-0.0	0.374949	1
15936194	0.414552	0.407211	2
217799324	0.289819	0.251426	2
103176229	0.251802	0.188038	2
7712452	0.24892	0.227483	2
119441558	-0.0	0.333522	1
25246638	0.246023	0.227492	2
7583052	0.151959	0.118611	2
48059095	0.25276	0.2225	2
30010982	0.284407	0.272865	2
240798167	0.385235	0.371413	2
17092592	0.39557	0.280782	4
121644896	-0.0	0.348049	1
33657748	0.12553	0.0897619	2
77026018	0.446175	0.350384	4
176140153	0.333959	0.328397	2
785595	0.234281	0.207242	2
161370186	-0.0	0.427708	1
113134013	0.365701	0.333123	2
25003235	-0.0	0.371797	1
92711494	0.149622	0.110902	2
210909560	2.07027	0.395927	15
14607461	0.993399	0.229395	13
13546712	-0.0	0.200887	1
1045701	0.228316	0.212083	2
12566322	-0.0	0.384312	1
108811740	-0.0	0.345994	1
18215165	1.67832	0.282451	42
18322904	0.318742	0.313159	2
19038395	0.256574	0.236194	2
16378860	0.262248	0.24205	2
74037588	0.234281	0.216537	2
30510564	-0.0	0.217547	1
69124203	0.269728	0.253545	2
14427431	-0.0	0.346817	1
15780402	-0.0	0.259467	1
180171500	0.201674	0.182196	2
21908076	0.324705	0.310908	2
14774443	-0.0	0.311288	1
20071285	-0.0	0.364647	1
13900042	0.295182	0.279339	2
14889333	0.272509	0.252489	2
21795244	0.375935	0.361975	2
16586626	0.276935	0.215541	3
127389870	0.269728	0.239637	2
217574343	0.251802	0.241922	2
14027532	0.392883	0.379493	2
818176	0.305766	0.275463	2
50832208	0.400759	0.348637	3
139848857	-0.0	0.283668	1
14659923	0.327242	0.316776	2
100554896	0.363316	0.355378	2
234409801	0.220259	0.168311	2
250621937	-0.0	0.129763	1
8474322	0.352063	0.328228	2
54708000	1.39063	0.36178	41
17308031	0.317028	0.295382	2
13267172	0.529796	0.260903	3
1308101	0.286216	0.273899	2
45085003	0.228316	0.195348	2
14890621	0.365701	0.339817	2
36480743	0.315309	0.301685	2
29460521	0.275276	0.264903	2
34394575	0.199568	0.184982	2
25318477	-0.0	0.383537	1
15020853	0.203772	0.177719	2
6426552	0.242136	0.223664	2
124942059	0.197453	0.172245	2
20172321	0.184574	0.119631	2
222823225	0.188904	0.139579	2
14634197	0.303138	0.249926	2
14222176	0.233292	0.21404	2
262751654	0.255065	0.176333	4
15577052	0.302259	0.292951	2
33158428	0.299615	0.289726	2
14226882	2.35933	0.39066	20
28471924	0.273589	0.187759	3
147279287	0.261071	0.156986	3
17549096	0.324705	0.31378	2
110679470	-0.0	0.367039	1
21938378	-0.0	0.30998	1
14934063	0.323856	0.286747	2
14342547	0.207943	0.195227	2
75222479	0.297845	0.243495	2
119220971	0.28892	0.265135	2
30178173	0.281682	0.195216	2
69971262	0.17135	0.150229	2
27641459	0.215578	0.185357	2
40285852	0.231307	0.184612	2
16032700	-0.0	0.316059	1
11632342	0.290716	0.263431	2
46016451	0.2323	0.222316	2
